"studyid","workflowid","threshold","numerator","denominator","log_denominator","gsm_analysis_date"
"AA-AA-000-0000","kri0001",3,8.47104006450516,889.791335293395,6.79098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,8.71682428179611,935.411912599773,6.84098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,8.97043733168216,983.371506921957,6.89098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,9.23215978314612,1033.79004222679,6.94098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,9.50228353157988,1086.79359111437,6.99098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,9.78111230207123,1142.51469006524,7.04098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,10.0689621765346,1201.0926708506,7.09098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,10.3661621458584,1262.67400893432,7.14098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,10.6730546883014,1327.41268973789,7.19098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,10.9899963754304,1395.4705936842,7.24098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,11.3173585069597,1467.01790098289,7.29098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,11.6555277759177,1542.23351716954,7.34098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,12.0049069656398,1621.30552046267,7.39098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,12.3659156801625,1704.43163205729,7.44098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.345921165736902,254.929485766191,5.54098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.363656923163906,268,5.59098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.382302012319251,281.740653828774,5.64098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.401903055637619,296.185806044274,5.69098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.422509065937034,311.37157705118,5.74098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.444171568976435,327.335939186926,5.79098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.466944732296916,344.118811672315,5.84098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.490885500668788,361.762160430369,5.89098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.51605373848317,380.310103022993,5.94098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.542512379444148,399.809018967861,5.99098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.570327583935815,420.307665711365,6.04098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.599568904457693,441.857300547634,6.09098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.630309459542211,464.511808788462,6.14098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.66262611658912,488.327838504657,6.19098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.696599684074031,513.364942175724,6.24098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.732315113611698,539.685725602088,6.29098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.769861712379302,567.356004452197,6.34098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.809333366430912,596.444968835981,6.39098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.850828775461524,627.025356316166,6.44098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.894451699607707,659.173633790063,6.49098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.940311218901992,692.970188696647,6.54098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,0.988522006029772,728.499530027024,6.59098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.03920461307074,765.850499640928,6.64098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.0924857729419,805.116494417644,6.69098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.14849871629584,846.395699796858,6.74098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.20738350466679,889.791335293395,6.79098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.26928738069738,935.411912599773,6.84098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.33436513632199,983.371506921957,6.89098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.40277949982716,1033.79004222679,6.94098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.47470154275711,1086.79359111437,6.99098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.55031110768168,1142.51469006524,7.04098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.62979725789645,1201.0926708506,7.09098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.71335875017943,1262.67400893432,7.14098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.80120453178659,1327.41268973789,7.19098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.89355426292875,1395.4705936842,7.24098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,1.9906388660366,1467.01790098289,7.29098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,2.09270110318702,1542.23351716954,7.34098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,2.19999618313473,1621.30552046267,7.39098698051086,2022-10-31
"AA-AA-000-0000","kri0001",0,2.31279239946712,1704.43163205729,7.44098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.188377009424182,254.929485766191,5.54098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.193332852818129,268,5.59098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.1984237445868,281.740653828774,5.64098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.203653595216752,296.185806044274,5.69098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.209026439400039,311.37157705118,5.74098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.214546440471088,327.335939186926,5.79098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.220217895022165,344.118811672315,5.84098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.226045237705361,361.762160430369,5.89098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.232033046229372,380.310103022993,5.94098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.238186046559781,399.809018967861,5.99098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.24450911833193,420.307665711365,6.04098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.251007300485911,441.857300547634,6.09098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.25768579713367,464.511808788462,6.14098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.264549983668687,488.327838504657,6.19098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.271605413129179,513.364942175724,6.24098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.278857822826341,539.685725602088,6.29098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.286313141249633,567.356004452197,6.34098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.293977495261753,596.444968835981,6.39098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.301857217596503,627.025356316166,6.44098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.309958854673413,659.173633790063,6.49098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.318289174743656,692.970188696647,6.54098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.326855176382471,728.499530027024,6.59098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.33566409734407,765.850499640928,6.64098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.344723423795762,805.116494417644,6.69098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.354040899948843,846.395699796858,6.74098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.363624538104662,889.791335293395,6.79098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.373482629135145,935.411912599773,6.84098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.383623753418026,983.371506921957,6.89098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.394056792247995,1033.79004222679,6.94098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.404790939746028,1086.79359111437,6.99098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.415835715290231,1142.51469006524,7.04098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.427200976492695,1201.0926708506,7.09098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.438896932748031,1262.67400893432,7.14098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.450934159380533,1327.41268973789,7.19098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.463323612418225,1395.4705936842,7.24098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.476076644023454,1467.01790098289,7.29098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.489205018611108,1542.23351716954,7.34098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.502720929687131,1621.30552046267,7.39098698051086,2022-10-31
"AA-AA-000-0000","kri0002",2,0.516637017441544,1704.43163205729,7.44098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.278962168659847,254.929485766191,5.54098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.286211186277569,268,5.59098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.293653304251874,281.740653828774,5.64098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.301293902662235,296.185806044274,5.69098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.309138522996547,311.37157705118,5.74098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.317192873529793,327.335939186926,5.79098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.325462834905155,344.118811672315,5.84098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.333954465926075,361.762160430369,5.89098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.342674009568191,380.310103022993,5.94098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.351627899220461,399.809018967861,5.99098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.36082276516523,420.307665711365,6.04098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.370265441307431,441.857300547634,6.09098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.379962972163607,464.511808788462,6.14098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.389922620121893,488.327838504657,6.19098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.400151872984664,513.364942175724,6.24098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.410658451806056,539.685725602088,6.29098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.421450319037166,567.356004452197,6.34098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.432535686992308,596.444968835981,6.39098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.443923026650364,627.025356316166,6.44098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.455621076805873,659.173633790063,6.49098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.467638853585255,692.970188696647,6.54098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.47998566034423,728.499530027024,6.59098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.492671097963285,765.850499640928,6.64098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.505705075558831,805.116494417644,6.69098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.519097821628516,846.395699796858,6.74098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.532859895650047,889.791335293395,6.79098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.547002200153787,935.411912599773,6.84098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.561535993290351,983.371506921957,6.89098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.57647290191546,1033.79004222679,6.94098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.591824935215321,1086.79359111437,6.99098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.607604498896995,1142.51469006524,7.04098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.623824409969288,1201.0926708506,7.09098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.640497912141011,1262.67400893432,7.14098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.657638691864689,1327.41268973789,7.19098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.675260895055164,1395.4705936842,7.24098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.693379144513966,1467.01790098289,7.29098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.712008558091797,1542.23351716954,7.34098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.731164767623044,1621.30552046267,7.39098698051086,2022-10-31
"AA-AA-000-0000","kri0002",3,0.750863938667867,1704.43163205729,7.44098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.00720669095285213,254.929485766191,5.54098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.00757618589924803,268,5.59098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.00796462525665105,281.740653828774,5.64098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.00837298032578373,296.185806044274,5.69098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.00880227220702154,311.37157705118,5.74098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.00925357435367574,327.335939186926,5.79098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.00972801525618575,344.118811672315,5.84098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0102267812639331,361.762160430369,5.89098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0107511195517327,380.310103022993,5.94098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0113023412384198,399.809018967861,5.99098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0118818246653295,420.307665711365,6.04098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0124910188428686,441.857300547634,6.09098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0131314470737961,464.511808788462,6.14098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0138047107622733,488.327838504657,6.19098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.014512493418209,513.364942175724,6.24098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0152565648669104,539.685725602088,6.29098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0160387856745688,567.356004452197,6.34098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.016861111800644,596.444968835981,6.39098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0177255994887818,627.025356316166,6.44098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0186344104084939,659.173633790063,6.49098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0195898170604582,692.970188696647,6.54098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0205942084589536,728.499530027024,6.59098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0216500961056405,765.850499640928,6.64098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.022760120269623,805.116494417644,6.69098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0239270565894967,846.395699796858,6.74098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0251538230138914,889.791335293395,6.79098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0264434870978621,935.411912599773,6.84098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0277992736733747,983.371506921957,6.89098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0292245729130658,1033.79004222679,6.94098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0307229488074397,1086.79359111437,6.99098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0322981480767016,1142.51469006524,7.04098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0339541095395093,1201.0926708506,7.09098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0356949739620715,1262.67400893432,7.14098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0375250944122206,1327.41268973789,7.19098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.039449047144349,1395.4705936842,7.24098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0414716430424292,1467.01790098289,7.29098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0435979396497296,1542.23351716954,7.34098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.045833253815307,1621.30552046267,7.39098698051086,2022-10-31
"AA-AA-000-0000","kri0002",0,0.0481831749888984,1704.43163205729,7.44098698051086,2022-10-31
"AA-AA-000-0000","kri0003",2,2.7572654113784,361.467181310271,5.89017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,2.83808468899556,380,5.94017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,2.92151486085723,399.483016622889,5.99017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.00765098738931,419.964948868746,6.04017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.09659202056775,441.497012236748,6.09017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.18844097857546,464.133048100865,6.14017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.2833051287846,487.929658341342,6.19017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.3812961794751,512.946346878881,6.24017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.48253048072101,539.245668465438,6.29017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.58712923489798,566.893385103683,6.34017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.695218717288,595.958630486264,6.39017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.80693050728139,626.514082866049,6.44017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,3.92240173070141,658.63614678961,6.49017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,4.04177531380323,692.405144148394,6.54017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,4.16520024952679,727.905515025281,6.59017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,4.29283187661239,765.226028838781,6.64017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,4.42483217221857,804.460006312816,6.69017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,4.56137005871394,845.705552827138,6.74017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,4.70262172534897,889.065803731877,6.79017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,4.84877096554884,934.649182239641,6.84017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,5.00000953060642,982.569670540022,6.89017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,5.15653750059353,1032.94709481444,6.94017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,5.31856367335007,1085.907424864,6.99017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,5.48630597245419,1141.58308909965,7.04017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,5.65999187512221,1200.11330568211,7.09017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,5.83985886103526,1261.64443063989,7.14017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,6.02615488313979,1326.3303238355,7.19017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,6.21913886152236,1394.33273369531,7.24017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,6.4190812015149,1465.82170166485,7.29017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,6.626264337245,1540.97598740098,7.34017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,6.84098330190759,1619.98351576415,7.39017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,7.063546326099,1703.04184672846,7.44017125272043,2022-10-31
"AA-AA-000-0000","kri0003",2,7.29427546562242,1790.35866938448,7.49017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,3.92363926243458,361.467181310271,5.89017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,4.03398543466778,380,5.94017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,4.14768997804139,399.483016622889,5.99017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,4.26486687544904,419.964948868746,6.04017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,4.38563448035894,441.497012236748,6.09017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,4.51011570359737,464.133048100865,6.14017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,4.63843820876453,487.929658341342,6.19017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,4.77073461670136,512.946346878881,6.24017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,4.90714271944693,539.245668465438,6.29017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,5.04780570414782,566.893385103683,6.34017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,5.1928723874041,595.958630486264,6.39017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,5.34249746056033,626.514082866049,6.44017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,5.49684174647594,658.63614678961,6.49017125272043,2022-10-31
"AA-AA-000-0000","kri0003",3,5.65607246833557,692.405144148394,6.54017125272043,2022-10-31
